gene_name	chromosome	start	end	length
RSPH14	22	23059415	23145021	85607
PRPF19	11	60890547	60906585	16039
CPNE8	12	38646822	38907430	260609
SEC61G	7	54752250	54759974	7725
LINC01913	2	41860155	41894050	33896
DCLK1	13	35768652	36131382	362731
GNAZ	22	23070519	23125032	54514
PATL2	HSCHR15_3_CTG8	34369	34665	297
DNM1P38	HSCHR15_5_CTG8	320759	323245	2487
TRIM69	HSCHR15_3_CTG8	52357	91200	38844
WDR59	16	74871362	75000173	128812
	17	37386886	37387926	1041
CPEB1	HSCHR15_5_CTG8	332306	430788	98483
	17	37407936	37408594	659
Metazoa_SRP	22	23132730	23133005	276
U7	22	23137805	23137864	60
WIPF2	17	40219304	40284136	64833
BCR	22	23179704	23318037	138334
IFT22	7	101310914	101321823	10910
LTBP1	2	32946953	33399509	452557
MEGF11	HSCHR15_2_CTG8	848	357702	356855
RPL31P33	6	53368670	53369009	340
LIN28B	6	104936616	105083332	146717
Y_RNA	X	12054824	12054926	103
Y_RNA	X	12149126	12149238	113
FRMPD4-AS1	X	12373167	12375133	1967
RPL17P49	X	12395757	12396167	411
	X	12583415	12583526	112
RN7SKP290	X	12614003	12614197	195
PSMA6P2	X	12825840	12826833	994
MRPL35P4	X	12844865	12845430	566
	6	94397664	94398829	1166
TLR7	X	12867072	12890361	23290
	6	4381211	4383597	2387
FABP7	6	122779716	122784074	4359
TLR8-AS1	X	12902817	12908333	5517
	X	52448587	52451138	2552
	11	62421845	62426724	4880
	X	52480836	52481131	296
	11	20670425	20671297	873
	X	52481515	52483950	2436
RBM22P6	X	52485046	52485912	867
LINC01616	11	29980113	29982392	2280
XAGE1A	X	52495808	52500812	5005
	11	59545602	59558882	13281
CNTF	11	58622665	58625733	3069
	6	117451130	117453525	2396
HINT3	6	125956770	125980244	23475
YAP1P3	6	126627484	126628570	1087
	11	62391516	62393372	1857
KRT18P50	6	95991107	95992349	1243
EEF1A1P42	6	49358185	49360420	2236
	6	81527102	81534915	7814
	6	114822994	115002280	179287
CALHM6-AS1	6	116460739	116463692	2954
NDUFAB1P1	6	70734503	70734962	460
METTL15	11	28108248	28527041	418794
POM121L14P	6	57937458	57939015	1558
	6	108551018	108551207	190
	6	104831129	104845820	14692
PEX3	6	143450805	143490616	39812
LINC00558	13	53815419	53939960	124542
TRAJ38	14	22502231	22502292	62
Y_RNA	14	22852616	22852728	113
BORCS8-MEF2B	19	19145569	19192158	46590
TCL1A	14	95709947	95714196	4250
	12	38155476	38167631	12156
	13	54116476	54116851	376
CELA1	12	51328442	51346679	18238
MIR1297	13	54311972	54312048	77
LINC00458	13	53950255	54270397	320143
RBM22P7	X	52509903	52510182	280
	X	52531709	52532051	343
	X	52545151	52547695	2545
	X	52561769	52562301	533
	X	52583989	52586312	2324
SSX14P	X	52598494	52603289	4796
MTHFSD	16	86530178	86555235	25058
	1	5478736	5493057	14322
SSX11P	X	52606535	52611758	5224
	1	2960658	2968707	8050
	X	52612656	52613523	868
SSX7	X	52644061	52654900	10840
	1	18109389	18115861	6473
DIS3L-AS1	HSCHR15_2_CTG8	382453	382998	546
	HSCHR15_2_CTG8	362454	365758	3305
	1	2768091	2784733	16643
RLIMP1	13	40618738	40621348	2611
	HSCHR15_3_CTG8	3083	7492	4410
HES5	1	2528745	2530263	1519
	15	61211913	61214231	2319
MRPS17	7	55951877	55956500	4624
MIR320D1	13	40727828	40727875	48
MRPS31	13	40729128	40771190	42063
	15	70748932	70754177	5246
B2M	HSCHR15_3_CTG8	34826	42225	7400
	15	91532891	91535095	2205
GJD3-AS1	17	40360655	40364693	4039
	12	42627008	42627137	130
	17	34837871	34859046	21176
	15	48810701	48811909	1209
LINC02919	6	142251847	142259632	7786
	12	52746596	52748308	1713
RPL14P1	12	62965325	62965969	645
	15	58749923	58761004	11082
	12	61668302	61702771	34470
HSF2	6	122399551	122433119	33569
	15	75624793	75625690	898
	X	52655207	52657254	2048
	1	25043707	25113120	69414
RNA5SP504	X	52665231	52665347	117
	15	87325829	87703852	378024
SSX15P	X	52672718	52677051	4334
S100A11P10	X	52687363	52687633	271
AKAP10	17	19904302	19978343	74042
	X	52707602	52709933	2332
SMAGP	12	51244558	51270415	25858
MT1XP1	1	16241213	16241398	186
	X	52722338	52722524	187
ARHGEF19-AS1	1	16197854	16198357	504
	X	52735901	52736107	207
S100A11P8	X	52770809	52771080	272
SSX21P	X	52781452	52785786	4335
	15	80554609	80562944	8336
SPANXN5	X	52796144	52797427	1284
MINAR1	15	79432336	79472304	39969
LINC03020	8	70471134	70485687	14554
	X	52801400	52801529	130
SZRD1	1	16352575	16398145	45571
RPL7AP40	7	97200708	97201483	776
	X	52824269	52829267	4999
	7	43239066	43249268	10203
EIF4A2P4	X	52832704	52833899	1196
	8	102154550	102154725	176
PPIHP2	X	113522482	113522989	508
QTRT1P1	X	113882590	113883667	1078
FBXO43	8	100133351	100145817	12467
U3	X	113944186	113944399	214
RNU1-57P	X	113949917	113950082	166
RN7SL93P	X	113976341	113976633	293
SNORD30	X	114017033	114017102	70
Metazoa_SRP	13	40730981	40731253	273
XACT	X	113616300	114059289	442990
CYCS	7	25118656	25125260	6605
SLC25A15	13	40789412	40812460	23049
MIR766	X	119646738	119646848	111
CBX1P4	X	17282637	17283093	457
	X	17357930	17358033	104
MIR4768	X	17425881	17425954	74
	X	17528435	17587160	58726
	15	56729932	56730611	680
	15	91643017	91649114	6098
NHS-AS1	X	17552349	17557387	5039
	15	79758549	79758762	214
CHP1P3	X	17705339	17705691	353
MRPS11	15	88467453	88480776	13324
SCML1	X	17737449	17754988	17540
	14	95711747	95757656	45910
	11	35894987	35897735	2749
	14	95828763	95866486	37724
BDNF	11	27654893	27722058	67166
	14	96019484	96019765	282
LINC02833	14	92886352	92893508	7157
SDCBP	8	58552924	58582859	29936
	9	127816066	127822520	6455
RPF2P1	20	35752814	35753719	906
U6	20	35769785	35769867	83
GLIPR2	9	36136536	36163913	27378
LINC02287	14	92905697	92907482	1786
CHGA	14	92923150	92935285	12136
	4	69066395	69069888	3494
CPNE1	20	35626031	35664956	38926
	4	101640946	101649974	9029
	12	31853021	31853407	387
	7	97928082	97928300	219
KRT125P	12	52729517	52736142	6626
KLF17P1	12	62234390	62235515	1126
SYNPO2	4	118850688	119061247	210560
GUSB	7	65960684	65982215	21532
	12	38544177	38589812	45636
MIR621	13	40810766	40810861	96
TPTE2P5	13	40822296	40864352	42057
CYCSP34	13	40863599	40863902	304
BTBD10P1	12	52748776	52750127	1352
	13	40874685	40877861	3177
RSL24D1P5	12	63055275	63055765	491
MAB21L1	13	35473419	35478764	5346
DIPK1C	18	74434775	74457944	23170
	13	44306699	44307266	568
	13	44369365	44369877	513
SERP2	13	44373665	44397714	24050
RESF1	12	31959370	31993107	33738
BCRP8	22	23179918	23180172	255
Y_RNA	HSCHR15_3_CTG8	20670	20767	98
RN7SL263P	22	23261782	23262071	290
Y_RNA	HSCHR15_3_CTG8	167937	168049	113
	6	143386581	143387409	829
U1	HSCHR15_3_CTG8	216480	216644	165
FBXW4P1	22	23262767	23265005	2239
SORD2P	HSCHR15_3_CTG8	151381	193714	42334
	22	18077989	18131720	53732
LNCPOIR	6	114523443	114545335	21893
TIMM21	18	74148523	74160531	12009
CCIN	9	36169388	36171334	1947
	6	79573877	79575530	1654
SORD2P	HSCHR15_3_CTG8	150689	216558	65870
RASAL3	19	15451624	15464544	12921
	HSCHR14_7_CTG1	299535	333148	33614
TINAG	6	54307859	54390142	82284
TUSC8	13	44399540	44405984	6445
RNU4-53P	9	36267783	36267922	140
	9	128039135	128057362	18228
	15	38851306	38853432	2127
NAIF1	9	128061233	128068206	6974
RBPMS2	15	64739891	64775589	35699
	HSCHR14_7_CTG1	449090	449619	530
CYB5AP3	HSCHR14_7_CTG1	252628	253027	400
PRIMA1	HSCHR14_7_CTG1	832860	903043	70184
TSC22D1	13	44432143	44577147	145005
IGSF21-AS1	1	18166929	18179346	12418
	9	128090969	128094457	3489
	1	25581478	25590356	8879
SLC25A25-AS1	9	128108581	128118693	10113
IFI27	HSCHR14_7_CTG1	1219398	1231260	11863
	1	5480787	5482028	1242
	1	28109739	28110298	560
PPIAP34	1	22322840	22323331	492
PTGES2-AS1	9	128128529	128130628	2100
LCN2	9	128149071	128153453	4383
PHACTR4	1	28369582	28500364	130783
	15	84053113	84080097	26985
GCAT	22	37807905	37817176	9272
	15	78589123	78591276	2154
	15	96139472	96140452	981
	15	95463587	95493843	30257
LDLRAD3	11	35943981	36232136	288156
	13	44432144	44432678	535
	12	69326574	69331882	5309
SMARCE1P5	13	44594858	44596082	1225
	13	76833839	76846594	12756
ITPK1	14	92936914	93116320	179407
LARP6	15	70829130	70854157	25028
	12	44248432	44249004	573
	18	74211391	74240555	29165
ACOD1	13	76948511	76958638	10128
	12	63002469	63002795	327
FAM136GP	X	17769005	17769398	394
F8A3	X	155456914	155458620	1707
RN7SL551P	18	74227506	74227803	298
KRT8P39	12	68705634	68707066	1433
	6	135882780	135888133	5354
PABPC1L2B	X	73002939	73006106	3168
	18	74293217	74298662	5446
LINC00559	13	90060247	90119719	59473
VTI1BP3	12	53131350	53131985	636
RBMXL3	X	115189410	115192868	3459
	6	141447011	141451006	3996
C18orf63	18	74315839	74359189	43351
LINC02400	12	41764144	41774671	10528
HTR1E	6	86937528	87016679	79152
SSX2B	X	52751132	52790305	39174
RNA5SP34	13	90135712	90135841	130
FAR1P1	13	90170866	90171799	934
	6	136419847	136420425	579
PDZRN4	12	41188320	41574745	386426
KRT18P27	13	90230384	90231682	1299
MIR622	13	90231182	90231277	96
LINC01049	13	90493287	90535080	41794
RNU6-75P	13	90781766	90781869	104
LINC00410	13	90890954	90926597	35644
BRK1P2	13	91023732	91023954	223
LINC00380	13	91087254	91089593	2340
RAC1P5	4	107203349	107203924	576
LINC00379	13	91127613	91131407	3795
TBX18	6	84687351	84764598	77248
LINC00363	13	93032972	93057926	24955
PPIAP76	4	124062462	124062990	529
	13	93150623	93157452	6830
PPP4R4	HSCHR14_7_CTG1	1260690	1394297	133608
	13	93226612	93227317	706
GPC6	13	93226807	94408020	1181214
PATL1-DT	11	59669312	59676041	6730
MRPL16	11	59806140	59810778	4639
MUC7	4	70430492	70482997	52506
	15	91676771	91677060	290
	19	20674923	20696533	21611
TADA2A	17	37406886	37479725	72840
FAUP1	18	74389884	74390297	414
ZNF85	19	20923222	20950697	27476
Y_RNA	HSCHR15_9_CTG8	53467	53567	101
CYB5A	18	74250846	74291973	41128
NUTM1	HSCHR15_9_CTG8	82056	98563	16508
RORA	15	60488284	61229302	741019
CYP51A1P1	3	82806515	82808021	1507
ACTG1P15	HSCHR15_9_CTG8	114385	115447	1063
MIR1233-1	HSCHR15_9_CTG8	128172	128253	82
	HSCHR15_9_CTG8	140691	141028	338
	HSCHR15_9_CTG8	155717	156686	970
	HSCHR15_9_CTG8	161542	166365	4824
LPCAT4	HSCHR15_9_CTG8	99459	108034	8576
KBTBD8	3	66998307	67011210	12904
	11	45397590	45412745	15156
GOLGA8A	HSCHR15_9_CTG8	125038	183900	58863
	13	93309669	93311063	1395
	11	39024631	39161638	137008
HNRNPA1P29	13	93394977	93395855	879
GPC6-AS2	13	93818424	93836144	17721
	11	43063637	43065932	2296
	11	45399448	45400528	1081
RNA5SP35	13	94025470	94025598	129
GPC6-AS1	13	94154193	94187991	33799
OR5L1	11	55811367	55812476	1110
	13	94232987	94235379	2393
DCT	13	94436811	94479682	42872
NOP10	HSCHR15_9_CTG8	77900	81921	4022
LGR4-AS1	11	27471729	27482433	10705
ABRACL	6	139028745	139043302	14558
	11	45387215	45513802	126588
	11	26427051	26427412	362
PRSS12	4	118280038	118353003	72966
	3	52969119	53099453	130335
ATP5MGP8	11	28144907	28145204	298
LIN7C	11	27494418	27506769	12352
LINC02181	16	87057784	87070105	12322
RPL7AP63	16	86525457	86526252	796
GALR3	22	37823382	37825485	2104
VTI1BP1	3	100225374	100226073	700
OR7E121P	3	75598652	75599673	1022
	16	86899356	86961268	61913
	12	57894232	57896846	2615
HDAC2	6	113933028	114011308	78281
PPATP1	3	87051192	87052738	1547
	12	54682973	54687434	4462
GRM3-AS1	7	86782357	86803409	21053
SLC7A5	16	87830023	87869507	39485
STBD1P1	12	47484689	47485722	1034
LINC02008	3	81986138	82463675	477538
MIR658	22	37844272	37844371	100
MIR659	22	37847678	37847774	97
MED21	12	27022546	27066343	43798
EIF3L	22	37848868	37889407	40540
LANCL3	X	37571569	37684463	112895
GOLGA6L9-AS1	HSCHR15_5_CTG8	207736	223315	15580
IFITM3P7	1	25125053	25125454	402
	1	9501092	9503471	2380
	1	29708851	29709547	697
GOLGA6L9	HSCHR15_5_CTG8	219103	228233	9131
	1	29488193	29496893	8701
	1	29755175	29790597	35423
PEX1	7	92487020	92528520	41501
MOAP1	HSCHR14_7_CTG1	296758	299490	2733
	11	76137315	76137731	417
ZNF66	19	20776304	20809995	33692
	3	81762706	81764756	2051
SLC9A1	1	27098809	27166981	68173
TESMIN	11	68707440	68751520	44081
BBLN	9	128160265	128163924	3660
LYSET	HSCHR14_7_CTG1	299513	301651	2139
SERPINA6	HSCHR14_7_CTG1	1418810	1437956	19147
	HSCHR15_5_CTG8	329138	345037	15900
PDZRN3	3	73382431	73624941	242511
	HSCHR15_5_CTG8	261280	262027	748
UBE2Q2P6	HSCHR15_5_CTG8	234751	243765	9015
GOLGA6L10	HSCHR15_5_CTG8	52800	59514	6715
	19	20611559	20615389	3831
VN1R80P	19	21063924	21064261	338
CYP4F22	19	15508525	15552317	43793
FAM236A	X	72938163	72938958	796
FAM181A-AS1	HSCHR14_7_CTG1	1019292	1041628	22337
	HSCHR15_5_CTG8	113267	122964	9698
GOLGA6L10	HSCHR15_5_CTG8	128991	138515	9525
HSFX4	X	149929573	149931287	1715
DTNA	18	34493291	34891844	398554
ZNF275	X	153334147	153360110	25964
BTBD7	HSCHR14_7_CTG1	352112	447654	95543
	4	116714844	116719669	4826
TRUB2	9	128305159	128322447	17289
NDST4	4	114827763	115113876	286114
ZNF157	X	47370578	47414498	43921
CSPG4P10	HSCHR15_5_CTG8	248555	259085	10531
	13	94548739	94549335	597
TGDS	13	94574054	94596242	22189
	12	47699401	47699917	517
	12	60418983	60419293	311
	HSCHR15_5_CTG8	253792	266338	12547
THAP2	12	71664301	71680644	16344
MAGED1	X	51803007	51902354	99348
GOLGA6L17P	HSCHR15_5_CTG8	308998	315555	6558
	16	87600526	87602190	1665
	11	75914201	75915213	1013
	HSCHR15_5_CTG8	308934	313039	4106
HOMER3-AS1	19	18940235	18947452	7218
MTDHP2	19	21940820	21941533	714
GOLGA2P10	HSCHR15_5_CTG8	265554	267008	1455
RPL7AP9	12	76599671	76600470	800
SYT12	11	67006778	67050863	44086
SLC38A2-AS1	12	46371463	46373778	2316
	9	128316337	128316909	573
USHBP1	19	17249171	17282786	33616
KLHDC4	16	87696485	87765992	69508
COQ4	9	128322544	128334072	11529
	HSCHR15_5_CTG8	262073	303283	41211
SLC16A7	12	59596029	59789855	193827
LINC01258	4	38420662	38523180	102519
	4	67638177	67638359	183
	4	117249924	117250188	265
ACTR6P1	4	106836498	106837601	1104
SPOPLP3	4	68883885	68884440	556
CIR1P2	4	114713579	114714920	1342
H3P15	4	126106139	126106923	785
IFI27L1	HSCHR14_7_CTG1	1195844	1218408	22565
ADAMTS7P1	HSCHR15_5_CTG8	8576	44645	36070
GPR180	13	94601857	94634661	32805
	4	108669949	108678874	8926
	4	43763134	43972184	209051
SPOPLP2	4	68996935	68997709	775
	4	119937557	119963898	26342
SUMO2P19	8	102242040	102242619	580
RNA5SP36	13	94651397	94651529	133
LINC00391	13	94698725	94708489	9765
LINC01181	8	103121032	103132966	11935
TUBAP10	4	124435750	124437120	1371
	HSCHR15_5_CTG8	8686	15834	7149
	8	111699519	111700276	758
RN7SL585P	13	94699223	94699502	280
	8	69859264	69860540	1277
SOX21-AS1	13	94703454	94803430	99977
EEF1A1P37	8	111225585	111227049	1465
	4	116858093	116858973	881
MCUB	4	109560209	109688719	128511
SOX21	13	94709622	94712545	2924
ITPK1-AS1	14	93067452	93072152	4701
CYB5AP3	14	93138066	93138465	400
	HSCHR15_5_CTG8	98047	105740	7694
MOAP1	14	93182199	93184923	2725
DEPTOR	8	119873717	120050918	177202
	HSCHR15_5_CTG8	90834	103379	12546
BRD7P5	13	94757451	94759272	1822
RPL21P112	13	94760553	94761015	463
LINC00557	13	94960041	94961319	1279
	13	94960771	95007420	46650
RNU6-62P	13	95019235	95019336	102
UBE2Q2P2	HSCHR15_5_CTG8	180945	209160	28216
ABCC4	13	95019835	95301475	281641
LYSET	14	93184951	93188463	3513
UBE2Q2P2	HSCHR15_5_CTG8	144196	208476	64281
	14	93184973	93218586	33614
	3	81359739	81368191	8453
TMEM183AP5	3	84691681	84692591	911
	3	83384445	83437728	53284
GON7	14	93202894	93207065	4172
RPL21P41	3	66637149	66637412	264
	HSCHR15_5_CTG8	161410	161988	579
FAM3D-AS1	3	58607080	58644491	37412
	HSCHR15_5_CTG8	161299	162009	711
SLC27A4	9	128340527	128361470	20944
LINC02379	4	126064128	126073370	9243
LDLRAP1	1	25543606	25568886	25281
	4	130963925	130967575	3651
FAM107A	3	58564117	58627610	63494
UBR7	14	93207241	93229215	21975
GAPDHP56	4	130503357	130504344	988
WEE2P1	11	35967010	35968676	1667
	11	67735600	67784229	48630
UNC79	HSCHR14_7_CTG1	447781	822438	374658
TERF1P3	4	136355110	136356336	1227
	11	45514187	45514451	265
	4	62454245	62454403	159
LINC02479	4	130376229	130432227	55999
PSMA2P1	11	87329407	87330052	646
OSTC	4	108650585	108667820	17236
MUC15	11	26559032	26572263	13232
	17	27333241	27352828	19588
GOLGA6L24	HSCHR15_4_CTG8	596266	605217	8952
	17	37454171	37454931	761
ENTREP2	HSCHR15_4_CTG8	1394883	1854904	460022
PPP1R1B	17	39626740	39636626	9887
NDUFS5P6	8	67849044	67849338	295
MTND1P7	8	46828117	46828413	297
	8	124141888	124143512	1625
MPHOSPH10P7	HSCHR15_4_CTG8	609965	612899	2935
	11	45582525	45583474	950
	8	113600310	113616958	16649
	HSCHR15_4_CTG8	730459	733583	3125
	HSCHR15_4_CTG8	840777	840935	159
	HSCHR15_4_CTG8	692114	692266	153
BHLHE22-AS1	8	64574306	64581921	7616
APBA2	HSCHR15_4_CTG8	1194322	1393362	199041
	19	17235940	17255448	19509
BNIP3P24	19	20784596	20785152	557
	19	20691336	20697615	6280
	19	20746923	20755250	8328
UBXN2B	8	58411359	58451501	40143
PAFAH2	1	25959767	25998117	38351
CWH43	4	48986275	49062081	75807
ZNF714	19	21082159	21125270	43112
	6	74069451	74690727	621277
LINC02836	6	105612667	105632296	19630
	6	110020011	110040241	20231
	12	67329014	67350924	21911
TMSB4XP4	9	128342153	128342770	618
KRT127P	12	52751978	52753821	1844
VENTXP3	12	74292324	74293096	773
PLEKHB1	11	73646178	73662819	16642
	12	71007773	71032083	24311
URM1	9	128371361	128392016	20656
	12	68473741	68474902	1162
RPL10P13	12	75688794	75689096	303
	15	20893383	20893980	598
LINC02349	15	61729765	61731389	1625
ATP5PDP4	12	68642519	68642993	475
	12	50217662	50218343	682
	15	80440294	80442751	2458
MRPL40P1	12	67351436	67352039	604
	12	57967058	57968399	1342
	12	78448995	78540675	91681
CAPN14	2	31173056	31233858	60803
	12	53159586	53161000	1415
DPP8	15	65442463	65517704	75242
	12	74663774	74664141	368
VN1R79P	19	20758440	20758952	513
VN1R82P	19	21188598	21188953	356
CTDSP2	12	57819927	57846729	26803
	19	21768772	21793860	25089
BCLAF1	6	136256627	136289851	33225
	14	93223598	93224139	542
	19	17177511	17178476	966
RPL36AP4	14	93244010	93244323	314
	19	22259693	22261335	1643
COX6CP11	14	77652827	77653055	229
CRTC1	19	18683678	18782333	98656
ALKBH1	14	77672404	77708023	35620
	3	83924157	83937031	12875
PSMC1P6	3	87630301	87631619	1319
ZNF717	3	75678660	75785583	106924
PTK2B	8	27311482	27459391	147910
MIR219A2HG	9	128392007	128393510	1504
MIR219A2	9	128392618	128392714	97
MICALL1	22	37905657	37942822	37166
MIR219B	9	128392621	128392708	88
	9	128431598	128432006	409
	9	128444587	128446628	2042
ODF2-AS1	9	128468957	128473012	4056
SPATA31F3	9	34889066	34895764	6699
	12	24704503	24775565	71063
GLULP4	9	34917175	34918296	1122
RPL21P10	14	77683202	77683989	788
YWHAZP6	9	34922184	34922921	738
DNAJB5-DT	9	34985410	34989379	3970
ZMYND19P1	14	77696591	77697377	787
	2	42532766	42533442	677
	3	57078943	57080101	1159
ARL8BP2	1	28120449	28121321	873
	3	81840514	81953534	113021
	9	35001342	35002994	1653
	2	49563388	49595126	31739
	9	35001913	35003663	1751
SLIRP	14	77708071	77761104	53034
RPL36AP14	2	46256860	46257177	318
AJAP1	1	4654609	4792534	137926
SYF2P2	9	35010703	35011285	583
	9	35012963	35016076	3114
ATP23	12	57906039	57959148	53110
	9	35023840	35025402	1563
GDF7	2	20667144	20679243	12100
RNU6-984P	9	109196201	109196309	109
RPL21P82	9	92006062	92006544	483
HSPE1P22	9	92027498	92027824	327
	9	92104425	92105451	1027
MTATP6P29	9	92108858	92108989	132
WDR82P1	3	94937086	94938024	939
MTCO3P29	9	92109013	92110095	1083
MTND3P23	9	92110168	92110514	347
MTND4LP7	9	92110575	92110868	294
	3	73624410	73627626	3217
MTND4P15	9	92110865	92111897	1033
	HSCHR15_4_CTG8	669318	669470	153
	3	80761042	80788963	27922
	9	92132398	92138629	6232
RPL23AP75	17	40439467	40439917	451
HERC2	HSCHR15_4_CTG8	244504	569367	324864
UNC93B3	3	75619506	75623849	4344
	9	92150382	92157445	7064
	3	78266940	78294731	27792
BEND3P2	9	92171241	92173494	2254
	4	74552584	74589481	36898
	9	92205356	92210158	4803
RPL5P12	4	98025390	98026240	851
NPEPPSP1	17	38078262	38124770	46509
XDH	2	31334321	31414742	80422
MIR3651	9	92292458	92292547	90
SNORA84	9	92292461	92292593	133
OSBPL9P1	3	80163327	80164795	1469
RNPC3P1	3	70125070	70126609	1540
CDC42P4	4	109555170	109555732	563
	3	65359268	65359717	450
	4	78003143	78003439	297
SRRM1P2	3	83937045	83938236	1192
TECRP2	4	124462863	124463790	928
C17orf78	17	37375985	37392708	16724
	4	75269068	75361182	92115
NDUFA5P5	3	88601061	88601402	342
NDST3	4	118033618	118258634	225017
RARRES2P1	3	75658534	75659014	481
HYDINP1	3	80442081	80442305	225
ADAMTS9-AS1	3	64561322	64592757	31436
NOL8	9	92297358	92325636	28279
PTAFR	1	28147166	28193936	46771
	HSCHR15_4_CTG8	593705	593862	158
	HSCHR15_4_CTG8	675018	675170	153
	HSCHR15_4_CTG8	821707	825572	3866
	HSCHR15_4_CTG8	680718	680870	153
ABCB10P3	HSCHR15_4_CTG8	649964	652126	2163
GJD3	17	40360652	40364737	4086
GOLGA8G	HSCHR15_4_CTG8	795406	808766	13361
PPP1R12A	12	79773563	79935460	161898
	3	75624899	75625188	290
AGGF1P3	3	75653561	75654773	1213
FBXL20	17	39252663	39402523	149861
SLC25A33	1	9539465	9585173	45709
EPHA3	3	89107621	89482134	374514
ADCK1	14	77800109	77935014	134906
	16	63935778	63936906	1129
	1	29904865	29905357	493
	16	85580009	85583571	3563
BNIP3P27	19	21826513	21827279	767
	16	75119558	75144200	24643
ACO2	22	41447830	41529273	81444
GJB3	1	34781214	34786369	5156
VN1R78P	19	20583084	20583647	564
	16	86698118	86698841	724
	19	22501699	22501948	250
DYNLRB2	16	80540734	80550811	10078
ZNF257	19	22052430	22091480	39051
	4	127228519	127352379	123861
	4	118460224	118460301	78
LINC01756	1	29329620	29350114	20495
LINC02287	HSCHR14_7_CTG1	20259	22044	1786
SEC24D	4	118722823	118838683	115861
CCDC197	HSCHR14_7_CTG1	1111832	1123425	11594
	HSCHR15_4_CTG8	663546	663771	226
HERC2P1	HSCHR15_4_CTG8	850810	855182	4373
OCA2	HSCHR15_4_CTG8	5441	233657	228217
	19	20926777	20928714	1938
ZNF729	19	22286441	22317176	30736
ZNF492	19	22634324	22667671	33348
	HSCHR14_7_CTG1	338160	338701	542
SERPINA10	HSCHR14_7_CTG1	1395022	1407833	12812
EYA3	1	27970344	28088637	118294
	19	22017898	22052370	34473
DYNLRB2-AS1	16	80154979	80563354	408376
Y_RNA	14	77821030	77821142	113
	14	98497132	98514798	17667
LINC02914	14	98711613	98717761	6149
	19	22130325	22130489	165
UBR7	HSCHR14_7_CTG1	321618	343777	22160
	19	20432552	20571095	138544
	16	86347387	86349611	2225
	19	21634833	21635175	343
	16	80828736	81006894	178159
VN1R84P	19	21719801	21720035	235
	2	12598987	12605145	6159
KLHL26	19	18637025	18671721	34697
	14	98844896	98845597	702
FTH1P6	2	52629743	52630078	336
	14	98916902	98917801	900
	14	98925137	98927805	2669
	14	50448807	50456742	7936
Y_RNA	14	50468397	50468498	102
	14	50471769	50472592	824
ADGRG5	16	57542643	57591681	49039
SNRPGP1	14	50571919	50572140	222
SAV1	14	50632058	50668306	36249
PRKCE	2	45651345	46187990	536646
	HSCHR15_4_CTG8	579445	582280	2836
RPL5P32	HSCHR15_4_CTG8	29991	30869	879
BNIP3P28	19	21997648	21998840	1193
	HSCHR15_4_CTG8	686418	686570	153
	HSCHR15_4_CTG8	1039232	1039943	712
RN7SL452P	14	50637691	50637981	291
	HSCHR15_4_CTG8	719931	720056	126
	14	50662511	50663178	668
ABCB10P4	HSCHR15_4_CTG8	782424	784605	2182
ZFP64P1	14	50704343	50705511	1169
GOLGA8M	HSCHR15_4_CTG8	977742	988111	10370
	HSCHR15_4_CTG8	1649091	1652445	3355
	14	50723777	50724272	496
	14	50821880	50823501	1622
PUDP	X	6667865	7148158	480294
	HSCHR15_4_CTG8	697762	697966	205
	14	50831962	50838100	6139
NSMCE3	HSCHR15_4_CTG8	1543700	1545380	1681
	14	50844625	50844712	88
	14	50848122	50865659	17538
	HSCHR15_4_CTG8	1509206	1510670	1465
RPL41P2	HSCHR15_4_CTG8	562875	563283	409
GOLGA6L25	HSCHR15_4_CTG8	829429	837166	7738
TMEM161A	19	19119169	19138513	19345
	HSCHR15_4_CTG8	1064991	1065278	288
IMPG2	3	101222546	101320575	98030
